id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
144,7,1,2,2,0,1,1,1,0,1,6,255,2,74,6218.811,"Espressο",R,0,140,2.138,1.195,2,118.778,-155.712,0,0,1,8,8,R,"Penguin_iDOL",180,107,0.445,3,69,6219.847,153,78,15,135,128,111.711,9.56,0.6,-0.061,-0.145,0.221,0,0,0,-0.267,-36.782,0.009,-16.518,-19.979,-46.152,-12.407,-62.027,19.011,-40.564,8.701,-55.981,30.274,-82.68,-9.652,-101.869,-34.405,-85.531,0,0,0,6220.012,1,"ゆっち一",0.424,-17.471,0,0,0,0,0,0,0,3
145,7,1,2,2,0,2,1,1,0,1,6,255,2,75,6239.679,"Espressο",R,0,140,-0.053,0.412,2,76.792,-200,0,0,1,8,8,R,"Penguin_iDOL",180,107,0.445,3,69,6240.707,214,120,31,154,95,44.593,17.956,-0.12,-0.038,-0.125,0.341,0,0,0,-0.282,-36.814,0.093,-16.572,-20.469,-47.006,-12.195,-62.781,17.9,-44.022,9.125,-55.299,30.651,-84.492,-10.932,-101.603,-36.619,-87.39,6246.213,-27.371,-83.675,6246.34,8,"あくせる",-26.813,-82.442,0,64,0,0,0,0,0,1
146,7,0,2,2,0,0,0,0,0,0,255,255,255,6,6318.321,"DoYaGee",R,5,123,-1.347,0.793,2,-113.958,0,0,0,1,6,2,L,"檸檬の残骸",190,107,0.502,2,57,6319.29,216,135,25,155,98,4.643,-8.399,-0.31,-0.032,-0.078,0.351,0,0,0,-0.565,-36.582,-0.492,-16.984,-20.356,-45.538,-13.736,-62.072,20.265,-44.882,14.6,-63.086,36.433,-81.105,-0.837,-106.33,-41.177,-87.658,6320.836,5.374,-59.882,6323.775,7,"-라후이-",9.639,-100.425,1,0,0,0,0,0,0,2
147,7,0,2,2,0,0,0,1,0,0,11,255,255,7,6441.566,"DoYaGee",R,0,128,-1.457,0.233,2,-113.839,-200,0,0,1,7,6,L,"ぐだもん",175.4,107,0.442,3,19,6442.596,251,144,54,155,122,15.419,-21.725,0.16,-0.152,-0.049,0.655,0,0,0,-0.149,-36.475,-0.144,-16.948,-19.487,-41.816,-12.318,-62.043,22.57,-49.958,12.171,-64.607,34.345,-77.349,0.065,-110.591,-40.182,-85.564,0,0,0,6443,1,"Dοpi",-0.35,-16.963,0,0,0,0,0,0,0,3
148,7,0,2,2,0,1,0,1,0,0,11,255,255,8,6464.641,"DoYaGee",R,6,111,2.786,0.546,2,399.551,0,0,0,1,7,6,L,"ぐだもん",175.4,107,0.442,3,56,6465.72,195,118,86,155,119,26.452,-39.665,0.24,-0.083,-0.007,0.369,0,0,0,-0.137,-36.687,0.419,-16.955,-19.647,-40.507,-11.906,-62.284,22.729,-49.958,12.081,-64.533,33.403,-76.346,0.166,-110.618,-41.002,-84.029,6470.328,78.595,-81.447,0,0,"",0,0,0,0,0,0,0,0,0,3
149,7,0,2,2,0,2,0,1,0,0,11,255,255,9,6493.684,"DoYaGee",R,10,113,0.259,-1.915,2,0,400,0.185,-19.52,1,7,6,L,"ぐだもん",175.4,107,0.442,3,19,6494.842,243,117,68,155,117,-15.151,-29.189,0.73,-0.156,-0.059,0.486,0,0,0,-0.379,-36.63,0.051,-17.104,-19.734,-41.037,-12.364,-61.856,23.098,-50.573,12.943,-63.726,39.179,-78.767,0.642,-104.485,-41.129,-83.55,6495.545,9.349,-39.085,6496.861,5,"즉석카레",18.286,-60.073,1,0,0,0,0,0,0,2
150,7,0,2,2,0,0,1,1,0,0,15,255,255,10,6535.151,"DoYaGee",R,14,110,0.184,-0.048,0,222.102,400,0,0,0,8,4,R,"にゃんこ3K",190,104,0.598,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72,-37.334,0.184,-16.974,-19.643,-40.336,-13.168,-61.653,21.813,-48.61,9.31,-64.341,38.542,-80.837,0.023,-104.442,-42.301,-82.611,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
151,7,0,2,2,0,1,1,1,0,0,15,255,255,11,6555.586,"DoYaGee",R,0,122,-0.022,-0.596,2,18.91,0,0,0,1,8,4,R,"にゃんこ3K",190,104,0.598,3,56,6556.724,167,115,44,151,95,16.715,-21.931,-0.05,-0.092,-0.221,0.339,0,0,0,-0.155,-36.727,0.23,-17.122,-19.599,-40.793,-14.555,-61.136,21.771,-48.712,12.17,-64.319,38.755,-82.523,0.56,-103.041,-42.376,-82.605,6559.309,24.37,-72.244,6560.152,6,"Roscosmos",27.72,-78.49,1,0,0,0,0,0,0,2
152,7,0,2,2,0,0,2,1,0,0,13,255,255,12,6593.957,"DoYaGee",R,3,115,-1.992,0.724,1,-416.629,1.413,0,0,0,0,7,L,"alcohol500",163.6,95,0.386,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.584,-37.872,-0.423,-16.791,-19.782,-40.674,-9.214,-61.181,22.012,-47.413,13.045,-64.341,37.677,-83.186,-0.089,-105.72,-41.806,-82.984,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
153,7,0,2,2,1,0,2,1,0,0,13,255,255,13,6613.796,"DoYaGee",R,8,122,1.522,1.03,2,100.629,0,0,0,1,0,7,L,"alcohol500",163.6,95,0.386,2,56,6614.96,207,130,24,155,123,104.196,75.336,0.61,0.063,-0.069,0.433,0,0,0,-0.243,-36.8,0.358,-16.984,-19.528,-40.604,-12.127,-60.523,21.989,-47.355,13.505,-64.063,39.612,-82.915,-0.396,-107.197,-42.094,-82.813,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
