id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,2032.583,"-라후이-",R,0,140,0.137,1.403,4,-103.272,-102.626,0,0,1,0,8,R,"Pizzallaris",160,90.131,0.299,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215,-37.204,0.041,-16.751,-18.076,-42.573,-14.252,-61.495,19.453,-47.184,11.623,-64.531,36.313,-80.219,2.43,-102.173,-39.286,-83.375,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,2107.417,"-라후이-",R,0,140,1.194,0.746,0,-17.564,-139.885,0,0,0,0,8,R,"Pizzallaris",160,90.131,0.299,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,-37.04,0.088,-16.952,-20.942,-45.235,-14.199,-61.828,19.296,-48.209,11.493,-64.451,36.491,-79.727,-4.541,-102.137,-40.418,-83.998,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,1,1,0,0,0,0,255,255,255,2,2124.008,"-라후이-",R,8,136,1.196,0.421,0,105.628,0,0,0,0,0,8,R,"Pizzallaris",160,90.131,0.299,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123,-37.884,0.162,-17.035,-20.747,-45.093,-14.726,-61.413,19.367,-47.065,10.711,-64.297,36.395,-80.701,-5.507,-102.046,-40.39,-84.045,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,1,2,0,0,0,0,255,255,255,3,2143.379,"-라후이-",R,10,102,-1.43,-2.483,4,0,400,-0.281,-19.796,1,0,8,R,"Pizzallaris",160,90.131,0.299,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.302,-37.355,-0.499,-16.935,-20.035,-42.805,-14.864,-60.702,19.195,-46.34,8.588,-62.516,36.635,-81.055,-7.139,-99.855,-40.264,-83.538,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,1,0,0,0,255,255,255,4,2179.293,"-라후이-",R,0,140,-0.631,0.564,2,-86.218,-108.31,0,0,1,1,5,L,"shimenawa",175.1,100,0.2,3,101,2180.376,192,102,6,143,84,28.652,-9.285,-0.47,-0.044,-0.062,0.233,0,0,0,0.113,-36.625,-0.329,-16.76,-21.833,-46.058,-15.611,-62.204,21.966,-46.82,11.421,-64.666,38.683,-82.344,-5.048,-97.863,-40.811,-84.43,2185.212,2.083,-89.658,2193.146,7,"Chunsik03",2.395,-122.359,1,0,0,0,0,0,0,2
6,1,1,0,0,0,0,1,0,0,1,255,255,5,5,2229.755,"-라후이-",R,0,140,0.708,0.959,0,-12.95,-169.406,0,0,0,2,4,R,"P0TA0",190,100,0.394,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194,-37.134,0.133,-16.822,-20.983,-45.2,-13.859,-61.775,19.769,-41.86,12.369,-64.034,38.841,-82.852,0.226,-105.477,-37.399,-85.954,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
7,1,1,0,0,0,1,1,0,0,1,255,255,5,6,2249.904,"-라후이-",R,0,135,1.986,1.062,2,4.265,-172.94,0,0,1,2,4,R,"P0TA0",190,100,0.394,2,59,2250.83,221,154,1,155,96,39.361,-15.561,-0.53,-0.028,-0.031,0.292,0,0,0,0.123,-36.827,0.379,-17.098,-20.989,-45.18,-13.86,-61.537,18.949,-44.924,12.383,-64.027,38.847,-83.311,0.836,-104.96,-36.253,-84.034,0,0,0,2251.362,1,"Dοpi",0.37,-22.013,0,0,0,0,0,0,0,3
8,1,1,0,0,1,2,1,0,0,1,255,255,5,7,2277.553,"-라후이-",R,0,0,0,0,0,0,0,0,0,0,2,4,R,"P0TA0",190,100,0.394,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,1,2,1,0,0,1,255,255,5,8,2300.367,"-라후이-",R,10,83,-1.095,-2.084,1,0,400,0,0,0,2,4,R,"P0TA0",190,100,0.394,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,-37.204,-0.158,-17.701,-21.794,-44.772,-16.964,-59.146,19.328,-41.556,10.58,-63.843,39.118,-84.167,1.627,-104.142,-37.882,-85.601,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
10,1,1,0,0,0,0,2,0,0,1,255,255,5,9,2335.075,"-라후이-",R,0,140,1.042,1.277,1,3.3,-158.099,0,0,0,3,0,R,"白霜らいふ",190,99.546,0.699,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024,-37.538,0.124,-16.92,-20.8,-45.022,-15.147,-62.905,19.249,-42.61,13.355,-63.128,40.151,-84.897,-2.593,-103.944,-38.136,-85.896,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
