id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,1331.293,"눈꽃",R,0,140,-0.815,0.983,0,43.085,-109.743,0,0,1,0,3,L,"ʚEveɞ",160,97.597,0.478,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,-37.194,-0.001,-16.904,-21.668,-46.992,-8.184,-66.388,19.6,-47.069,14.908,-64.243,38.535,-82.47,4.698,-106.425,-36.48,-84.225,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,1345.464,"눈꽃",R,11,133,1.536,-2.502,4,0,232.811,0.3,-19.455,1,0,3,L,"ʚEveɞ",160,97.597,0.478,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,-37.769,0.036,-16.856,-21.685,-47.075,-7.865,-66.49,20.149,-48.789,14.691,-64.014,37.745,-80.885,4.133,-106.305,-36.544,-84.192,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,0,2,0,0,0,0,255,255,255,2,1360.058,"눈꽃",R,13,110,2.118,-0.057,4,-270.615,384.785,0.334,-17.146,1,0,3,L,"ʚEveɞ",160,97.597,0.478,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,-37.544,-0.089,-17.569,-21.58,-46.465,-7.855,-66.486,20.405,-48.083,14.747,-64.261,37.751,-80.898,4.202,-106.487,-36.535,-84.226,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,1,0,0,0,255,255,255,3,1390.544,"눈꽃",R,0,140,1.283,0.711,0,40.58,-158.805,0,0,0,1,4,R,"Megu3568",174.7,86,0.399,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,-37.335,0.029,-17.032,-21.486,-46.905,-14.084,-63.594,19.846,-49.566,14.538,-64.315,34.989,-83.281,-2.291,-110.501,-37.724,-82.255,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,1,1,0,0,0,255,255,255,4,1405.082,"눈꽃",R,0,140,1.01,-0.602,2,18.73,-60.786,0,0,1,1,4,R,"Megu3568",174.7,86,0.399,3,58,1406.132,156,124,30,148,90,-22.303,21.5,-0.06,-0.031,-0.103,0.23,0,0,0,0.233,-37.013,0.082,-17.147,-21.493,-46.883,-13.93,-63.414,19.71,-49.504,14.644,-63.959,34.95,-83.308,-2.35,-110.502,-36.855,-80.715,1406.235,-0.29,-20.168,1408.719,3,"아침땅_",-14.375,-57.057,0,0,0,0,0,0,0,2
6,1,1,0,0,0,0,2,0,0,0,255,255,255,5,1436.103,"눈꽃",R,0,140,-0.189,0.733,2,25.64,-58.077,0,0,1,2,2,L,"Pring__",175.1,90,0.482,2,58,1436.853,143,159,77,148,127,52.178,-14.672,0.46,-0.004,-0.076,0.253,0,0,0,-0.007,-36.968,-0.116,-17.194,-22.013,-47.46,-11.26,-64.257,20.976,-49.918,12.589,-65.186,34.367,-82.795,1.733,-109.936,-34.637,-78.402,1444.402,29.587,-107.458,1444.552,7,"Slaris",29.194,-106.355,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,255,255,255,0,1535.197,"인생최패망자",R,10,118,0.765,-1.645,1,0,400,0,0,0,0,5,R,"coder_",164.9,99.787,0.25,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,-37.757,0.098,-17.183,-21.95,-47.498,-16.458,-63,18.613,-47.413,13.37,-63.21,41.761,-84.69,-6.017,-109.532,-36.694,-84.393,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,255,255,255,1,1547.183,"인생최패망자",R,0,134,-1.085,0.131,2,0,0,0,0,1,0,5,R,"coder_",164.9,99.787,0.25,3,58,1548.236,187,91,43,147,121,-15.975,37.657,0.28,-0.082,-0.157,0.367,0,0,0,-0.117,-36.56,-0.227,-17.048,-22.219,-48.534,-16.373,-63.036,18.428,-47.41,13.351,-63.292,41.823,-84.728,-6.011,-109.621,-37.941,-84.168,1548.419,-2.119,-21.144,1549.852,2,"Pring__",-18.686,-46.241,0,0,0,0,0,0,0,2
9,1,0,0,0,0,0,1,0,0,0,255,255,255,2,1575.017,"인생최패망자",R,0,140,-1.978,-1.093,1,0,0,0,0,0,1,7,R,"Slaris",174.5,95,0.451,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,-37.678,-0.201,-16.947,-21.77,-46.928,-17.773,-61.092,18.395,-46.89,12.446,-62.79,41.137,-83.916,1.594,-108.718,-39.303,-83.75,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,1,0,1,0,0,0,255,255,255,3,1588.149,"인생최패망자",R,0,140,-1,-1.039,2,0,0,0,0,1,1,7,R,"Slaris",174.5,95,0.451,3,69,1589.044,186,140,24,155,122,-30,-24.195,0.5,-0.07,-0.05,0.407,0,0,0,-0.144,-36.937,-0.239,-17.119,-21.44,-47.876,-17.769,-61.047,18.193,-46.855,12.442,-62.784,41.147,-83.933,1.568,-108.849,-40.102,-83.095,1589.119,0.191,-20.586,1591.102,5,"Yaksok~",17.327,-58.586,0,0,0,0,0,0,0,2
